bathrooms,bedrooms,latitude,longitude,price,num_photos,num_features,num_description_words,interest_level
1.0,1,40.7252,-73.9947,4650,5,4,58,0
1.0,1,40.7538,-73.974,2800,7,5,91,0
1.0,2,40.7307,-73.9776,4242,8,5,15,0
2.0,3,40.7403,-73.9848,4800,7,5,113,1
1.0,1,40.8078,-73.9511,2695,4,13,166,0
1.0,2,40.706,-73.8324,2525,12,9,86,0
1.0,2,40.7482,-74.0051,5510,7,2,134,0
2.0,1,40.7434,-74.0055,7200,13,4,67,0
1.0,2,40.7634,-73.9128,2600,5,0,89,0
2.0,3,40.705799999999996,-74.0086,5000,7,10,74,0
1.0,2,40.7867,-73.9515,2600,7,1,70,1
4.0,5,40.7695,-73.9603,10000,5,11,54,0
1.0,1,40.7198,-73.9408,2295,4,3,74,0
1.0,1,40.7953,-73.9667,2995,6,4,84,0
1.0,2,40.7477,-73.9774,3295,6,4,133,2
1.0,2,40.7965,-73.9618,2995,5,8,76,0
1.0,1,40.7259,-73.9873,2395,12,0,72,1
1.0,2,40.7855,-73.977,3599,4,5,98,0
1.0,1,40.7657,-73.9254,1850,0,0,71,0
2.0,2,40.7812,-73.953,3400,7,3,105,0
1.0,0,40.7833,-73.9511,1995,12,2,9,0
2.0,2,40.745,-73.9863,5680,0,8,112,0
2.0,3,40.7187,-73.9855,5495,5,8,75,1
1.0,0,40.7768,-73.9446,1600,4,3,103,0
1.0,0,40.8622,-73.903,1150,6,0,82,2
1.0,1,40.6952,-73.9831,3640,4,6,113,1
1.0,0,40.8175,-73.9408,1450,0,1,1,0
1.0,0,40.7486,-73.9903,3300,4,9,219,1
2.0,3,40.7196,-74.0109,5900,4,6,72,0
1.0,1,40.7091,-74.0055,4160,5,5,60,0
1.0,1,40.7902,-73.9677,3825,0,4,1,0
1.0,0,40.7645,-73.984,3000,6,12,127,1
1.0,0,40.7677,-73.9834,3500,9,4,138,0
1.0,1,40.7514,-73.9862,3450,6,13,112,0
1.0,1,40.7417,-73.9818,2800,6,7,66,0
1.0,1,40.7729,-73.9485,2150,7,2,57,1
1.0,2,40.7617,-73.9626,2625,4,3,23,2
1.0,1,40.7054,-74.0095,2600,5,4,78,0
1.0,2,40.6342,-73.8912,1800,11,0,77,2
1.0,1,40.7568,-73.9982,3765,12,12,157,0
1.0,2,40.7874,-73.9515,2550,5,1,61,0
1.0,2,40.6384,-74.0271,2550,12,7,170,0
1.0,1,40.7779,-73.9525,4195,0,2,9,0
1.0,0,40.7344,-74.0057,2425,3,7,76,0
1.0,1,40.7855,-73.9705,4500,8,1,126,0
1.0,3,40.7231,-74.0044,3941,4,1,46,1
1.0,0,40.7479,-73.9739,2450,4,4,64,1
1.0,0,40.7081,-74.0065,3550,7,9,106,0
1.0,1,40.7186,-73.9621,2600,5,4,28,0
1.0,0,40.761,-73.999,2495,7,15,181,0
1.0,0,40.7158,-73.9601,2682,6,4,114,0
2.0,3,40.7953,-73.9322,3400,10,8,140,0
1.0,1,40.8269,-73.9216,1550,1,2,32,1
2.0,4,40.7961,-73.9614,4995,5,0,76,0
1.0,2,40.6805,-73.9303,2500,11,5,192,1
2.5,2,40.7773,-73.9631,25000,6,3,66,0
1.0,2,40.7348,-73.9865,3440,7,11,200,2
1.0,1,40.7341,-73.9896,3855,5,11,106,2
1.0,2,40.7612,-73.9978,3000,5,8,95,2
1.0,2,40.8163,-73.9416,2200,5,7,90,0
1.0,1,40.7054,-74.0095,2625,9,6,221,0
1.5,1,40.724,-74.0035,8895,1,10,4,0
1.0,2,40.7425,-73.9789,3295,7,4,198,1
1.0,2,40.7655,-73.9857,3000,3,5,74,0
1.0,2,40.8214,-73.9401,2000,7,6,170,0
1.0,2,40.8327,-73.9441,1995,3,3,76,1
1.0,1,40.7869,-73.9769,3400,0,3,31,0
1.0,2,40.7279,-73.981,2500,3,2,105,1
1.5,3,40.7418,-74.0024,5895,7,9,82,0
1.0,2,40.6616,-73.998,1800,7,2,129,2
1.0,1,40.7363,-73.9798,2500,7,4,48,1
1.0,1,40.6828,-73.9579,1800,5,0,67,0
2.5,3,40.7621,-73.9956,7575,6,11,59,0
1.0,2,40.7953,-73.9629,3000,0,3,1,0
1.0,1,40.7824,-73.9805,5625,16,5,151,0
1.0,1,40.7242,-73.9946,3375,6,0,35,0
1.0,2,40.7517,-73.969,3290,0,7,116,0
2.0,4,40.7817,-73.9497,4995,6,9,349,1
1.0,0,40.6893,-73.9226,1895,15,8,171,1
2.0,3,40.7862,-73.944,3600,7,5,230,0
1.0,2,40.707300000000004,-74.0046,2400,7,12,121,2
1.0,0,40.7243,-73.9838,2155,5,3,22,1
1.0,1,40.783500000000004,-73.9837,2625,7,0,57,1
1.0,2,40.7316,-73.9839,3250,12,0,75,0
1.0,2,40.7563,-73.9678,2900,1,0,43,0
1.0,1,40.7601,-73.9901,2600,5,11,83,0
1.0,1,40.796,-73.9742,3300,3,9,312,1
1.0,2,40.7702,-73.9494,2525,5,1,119,0
1.0,0,40.7399,-74.0036,2500,3,5,54,0
1.0,1,40.5856,-73.9336,1575,0,4,1,0
1.0,0,40.7192,-73.8452,1600,8,0,36,1
1.0,2,40.7792,-73.9514,2999,8,5,57,0
1.0,1,40.6722,-73.9552,1850,3,0,42,1
1.0,0,40.7788,-73.9494,2150,6,1,35,0
1.0,1,40.7561,-73.9217,1800,12,0,58,0
1.0,0,40.7635,-73.9848,2695,3,1,81,0
1.0,1,40.7656,-73.8227,1600,11,7,136,2
1.0,2,40.7067,-74.0072,4650,4,5,39,0
2.0,2,40.6355,-73.9733,2200,4,2,41,1
2.0,3,40.7937,-73.9761,4900,7,7,123,0
2.0,3,40.7494,-73.9875,5000,8,13,92,0
1.0,2,40.7377,-73.9831,3995,7,5,68,0
2.0,3,40.7222,-73.9824,4600,6,8,83,0
1.0,3,40.7352,-73.9832,5200,5,4,68,0
1.0,2,40.7918,-73.9726,4100,0,6,1,0
1.0,2,40.8006,-73.9517,2400,7,7,217,0
1.0,1,40.7961,-73.9621,2250,5,2,28,0
1.0,0,40.7677,-73.9929,2979,6,8,59,1
1.0,0,40.7098,-74.0091,2000,3,1,44,2
1.0,1,40.7067,-74.0072,3450,7,4,34,0
1.0,3,40.7193,-73.9851,4500,5,5,97,1
1.0,2,40.7695,-73.9603,3650,3,3,136,0
1.0,1,40.8922,-73.9114,2095,1,7,32,0
1.0,0,40.7137,-73.9904,2550,7,4,84,0
1.0,1,40.7476,-73.9732,4265,28,3,9,1
1.0,1,40.753,-73.9958,3150,0,8,1,0
1.0,3,40.7084,-74.0151,3850,4,10,203,0
1.0,1,40.7752,-73.9548,2150,3,3,81,0
1.0,1,40.7671,-73.9529,2700,4,4,41,0
1.0,1,40.7635,-73.9848,3195,5,5,97,0
1.0,0,40.7797,-73.9827,2799,5,6,91,0
1.0,2,40.6715,-73.9262,1900,10,3,77,1
2.0,3,40.7279,-73.9794,5495,10,4,75,0
1.0,0,40.7739,-73.947,1900,2,3,95,0
2.0,3,40.7643,-73.9841,5895,7,12,30,0
1.0,1,40.7186,-73.9621,2600,5,4,28,1
1.0,1,40.7305,-73.8591,1975,5,4,56,1
1.0,1,40.7626,-73.9942,3600,5,13,64,1
2.0,3,40.7793,-73.9532,5500,7,3,96,0
1.0,1,40.7298,-74.0005,3100,2,2,92,0
1.0,2,40.7758,-73.9506,3600,5,6,136,1
1.0,3,40.7027,-73.9199,3100,6,3,125,0
2.0,3,40.7489,-73.9765,5400,6,5,147,0
1.0,1,40.7813,-73.9785,4600,6,4,72,0
1.0,1,40.7206,-73.9866,2495,3,3,41,0
1.0,0,40.7383,-74.0019,2750,6,5,48,0
1.0,1,40.7878,-73.9763,2700,4,4,149,2
1.0,2,40.8015,-73.9627,3000,8,6,84,1
1.0,1,40.6878,-73.9655,3800,9,6,126,0
1.0,1,40.7643,-73.9905,2695,3,3,47,0
1.0,1,40.7826,-73.9509,4075,0,2,1,0
1.0,2,40.6981,-73.8987,1700,15,0,13,1
2.0,4,40.7298,-73.9828,7000,5,6,116,2
1.0,0,40.7633,-73.9575,1775,4,1,67,2
2.0,2,40.7111,-74.0055,6200,7,12,189,0
2.0,2,40.7959,-73.9742,4650,5,3,50,0
1.0,0,40.7862,-73.9769,1974,3,4,54,0
1.0,2,40.7959,-73.9742,3250,8,7,181,1
1.0,2,40.7067,-74.0072,3100,4,7,123,0
1.0,0,40.7984,-73.9632,1895,5,2,82,0
1.0,2,40.7287,-73.981,3599,4,3,90,0
1.0,1,40.7418,-73.9964,2600,4,0,63,1
1.0,1,40.7479,-73.9746,3895,0,5,1,0
1.0,1,40.7372,-73.9981,3690,5,6,100,0
1.0,0,40.7068,-74.0083,3300,5,4,161,0
1.0,0,40.7635,-73.9832,2295,6,3,98,0
1.0,1,40.7258,-73.9873,1700,7,2,72,2
1.0,1,40.7637,-73.9938,3100,2,5,152,0
1.0,0,40.7656,-73.9885,3000,4,10,100,0
1.0,3,40.6982,-73.9121,2995,9,6,196,0
2.0,3,40.7699,-73.9596,4500,5,3,37,0
1.0,1,40.761,-73.999,3350,7,10,93,0
2.0,5,40.7157,-74.0055,8000,7,1,174,0
2.0,2,40.7328,-73.9903,5450,4,3,63,0
1.0,3,40.7228,-73.9846,5299,5,2,101,0
1.0,0,40.7306,-73.995,2495,3,4,24,1
1.0,1,40.8574,-73.9331,2150,9,12,115,0
2.0,2,40.7444,-73.9754,5900,13,7,170,0
1.0,0,40.7219,-73.9888,1965,2,3,47,0
1.0,2,40.6808,-73.9374,2090,10,7,268,0
1.5,3,40.693,-73.972,3595,1,6,4,0
2.0,3,40.8034,-73.9545,4000,0,1,9,0
1.0,2,40.7286,-73.9487,2900,8,1,152,0
1.0,0,40.7331,-73.991,5954,3,1,78,0
1.0,1,40.7405,-73.9996,3350,4,6,69,1
1.0,1,40.7634,-73.9638,3950,3,6,69,0
1.0,1,40.7595,-73.989,2457,5,7,70,2
1.0,1,40.7868,-73.9736,2795,5,6,20,0
1.0,1,40.7783,-73.9837,3420,5,2,201,0
1.0,1,40.7341,-73.9896,3700,8,8,133,0
1.0,1,40.7745,-73.9897,3995,6,6,191,0
1.0,0,40.7733,-73.9902,2580,3,10,91,1
1.0,2,40.7116,-73.8741,2000,7,0,9,0
1.0,0,40.7197,-73.996,2000,5,2,41,0
1.0,2,40.7645,-73.984,3250,7,11,126,1
1.0,2,40.77,-73.9517,2895,4,3,16,0
2.0,2,40.7933,-73.9675,6030,7,10,148,0
1.0,1,40.7658,-73.9781,3700,5,9,114,0
1.0,0,40.7658,-73.963,1775,3,0,7,0
1.0,0,40.7254,-73.9879,2350,0,3,10,0
1.0,3,40.7156,-73.954,3200,4,5,62,1
1.0,1,40.7768,-73.9079,1750,8,6,106,2
1.0,0,40.745400000000004,-73.979,1950,4,1,4,2
1.0,1,40.7489,-73.9765,3350,3,10,67,0
1.0,2,40.7174,-73.9617,4600,5,2,50,0
1.0,2,40.6931,-73.9338,2400,5,2,30,1
1.0,2,40.7902,-73.9678,4300,10,13,75,1
1.0,3,40.6655,-73.9881,3200,8,4,24,1
1.0,2,40.7518,-73.9726,3960,11,12,90,0
1.0,2,40.825,-73.9509,1900,9,14,99,0
1.0,1,40.7334,-74.0047,5400,8,7,73,0
1.0,1,40.7606,-73.9963,3375,6,8,88,0
1.0,0,40.7656,-73.9668,2600,1,1,39,0
1.0,0,40.7318,-73.9875,2895,1,7,82,0
2.0,3,40.7868,-73.9504,9500,1,8,95,0
2.0,4,40.7243,-73.9784,5995,6,4,56,1
1.0,1,40.7604,-73.987,3995,2,9,113,0
1.0,2,40.8373,-73.9466,2600,10,6,29,0
2.0,2,40.7681,-73.9524,6700,6,13,195,0
1.0,2,40.7247,-73.9935,3600,6,8,132,1
1.0,3,40.8317,-73.9408,2500,5,5,148,0
1.0,1,40.7391,-73.989,3250,8,2,60,0
1.0,0,40.7461,-73.9757,2750,3,7,162,0
1.0,2,40.7467,-73.9778,3400,3,10,99,1
1.0,3,40.834,-73.9399,3100,10,7,24,0
1.5,1,40.7185,-73.8367,2700,18,1,64,0
1.0,2,40.8449,-73.9391,1900,10,14,99,0
1.0,2,40.7671,-73.9529,2650,4,5,155,1
2.0,2,40.7714,-73.9929,5788,5,18,131,0
1.0,0,40.7118,-73.8258,1350,3,4,91,2
2.0,3,40.7486,-73.9903,6750,7,12,163,1
2.0,2,40.7121,-74.0086,4825,5,9,153,1
1.0,2,40.773,-73.9558,3150,5,3,81,0
1.0,3,40.7056,-74.0162,3250,4,11,187,1
1.0,3,40.8671,-73.9278,2750,7,1,45,1
1.0,1,40.7476,-73.9742,2300,6,1,71,0
1.0,3,40.8021,-73.9669,3495,8,0,38,0
1.0,1,40.7407,-73.9822,3400,11,2,99,0
1.0,1,40.8305,-73.9488,1800,5,4,48,1
1.0,2,40.7366,-73.9793,3300,5,5,117,1
1.0,1,40.7894,-73.9751,2300,4,1,68,0
1.0,1,40.7436,-73.9919,4775,12,4,22,0
1.0,2,40.6438,-74.0049,2000,9,2,24,0
2.0,4,40.7481,-73.9748,6350,3,8,159,0
2.0,4,40.7549,-73.9689,6600,7,8,91,0
2.0,2,40.7591,-73.9917,4000,6,4,5,2
1.0,1,40.7487,-73.9425,3140,10,18,189,1
1.0,1,40.7459,-73.9564,3450,4,17,164,0
2.0,3,40.7802,-73.9565,14000,9,6,93,0
1.0,0,40.7362,-74.0043,2300,0,2,92,0
2.0,2,40.745400000000004,-73.9776,5300,8,12,130,0
1.0,1,40.724,-73.9947,3350,0,0,1,0
1.0,1,40.7491,-73.9789,3500,2,5,84,0
1.0,1,40.8462,-73.94,2350,5,3,39,0
1.0,1,40.8136,-73.9603,1795,0,3,60,0
1.0,1,40.7909,-73.9773,2975,5,2,45,0
2.0,3,40.7065,-74.0077,5900,2,14,134,0
1.0,2,40.7228,-73.9945,4695,6,6,87,0
1.0,1,40.7224,-73.9856,2200,10,0,103,0
2.0,3,40.7818,-73.9528,4000,5,5,119,2
1.0,1,40.7321,-74.0048,3695,5,3,53,0
1.0,0,40.8103,-73.9595,1850,4,0,43,1
1.0,2,40.7923,-73.9724,4000,0,4,2,0
1.0,2,40.765,-73.994,2250,2,1,50,1
1.0,1,40.726,-73.9784,2895,5,7,175,2
2.0,2,40.7886,-73.9687,6500,5,4,170,0
5.5,5,40.7081,-74.0065,16500,6,12,237,0
1.0,0,40.767,-73.9831,2795,7,5,215,0
1.0,0,40.732,-74.0019,2675,2,1,62,0
1.0,0,40.7492,-73.9789,2350,5,7,55,0
1.0,2,40.7708,-73.9495,2750,8,1,73,0
1.0,1,40.7527,-73.9027,2200,0,0,1,0
1.0,0,40.7446,-73.974,2295,4,1,80,0
1.0,0,40.737,-73.9803,2650,0,1,14,0
1.0,1,40.7724,-73.9328,1900,8,1,56,1
1.0,1,40.7932,-73.9699,1995,8,0,56,1
1.0,0,40.7601,-73.9939,1900,3,4,69,0
2.0,2,40.7163,-74.0042,5295,7,5,9,0
1.0,4,40.716,-73.9573,4200,6,1,48,0
1.0,0,40.7441,-73.9964,2400,8,6,41,0
1.0,0,40.7573,-73.968,2090,5,1,55,0
1.0,2,40.7425,-73.9789,3395,7,3,45,0
4.0,5,40.7739,-73.9529,8500,15,7,62,0
1.0,1,40.708,-74.0149,2390,5,8,144,1
2.0,2,40.7516,-73.9394,3950,10,10,216,1
1.0,2,40.7113,-73.9833,3100,6,10,240,1
1.0,2,40.763,-73.9579,2850,5,1,79,0
1.0,2,40.8028,-73.9648,3200,4,3,82,0
1.0,1,40.8465,-73.9349,1450,1,0,9,1
1.0,1,40.7406,-73.9801,3095,4,3,66,0
1.0,2,40.7643,-73.9601,2740,3,0,17,0
1.0,1,40.7218,-73.8426,1850,0,1,9,1
1.0,0,40.7626,-73.9619,2450,3,7,54,0
1.0,1,40.7209,-73.8381,2300,2,0,38,0
1.0,2,40.7446,-73.974,3295,6,7,83,1
1.0,3,40.7587,-73.9907,3000,4,2,28,1
1.0,2,40.7574,-73.9681,3595,4,5,37,1
1.0,0,40.735,-74.001,2750,4,1,39,0
1.0,0,40.7601,-73.9901,2095,3,7,80,0
1.0,3,40.6907,-73.9216,2841,8,5,87,1
1.0,1,40.7072,-74.0124,3400,4,10,148,0
1.0,2,40.7037,-73.9894,5055,5,3,88,0
1.5,2,40.7447,-73.9782,3900,3,4,81,0
1.0,0,40.7862,-73.9769,2195,4,5,22,0
2.0,5,40.8047,-73.9568,6000,7,5,99,0
1.0,0,40.7939,-73.9418,1400,4,1,115,2
1.0,0,40.7301,-73.9942,2340,4,6,58,0
1.0,0,40.7307,-73.9827,1799,3,1,78,2
1.0,0,40.7053,-74.0161,2500,0,5,2,0
1.0,2,40.6759,-73.9513,2325,4,4,117,0
1.0,2,40.7514,-73.9862,3250,6,13,121,0
1.0,1,40.7689,-73.9869,3200,7,10,50,0
3.0,3,40.7468,-73.9903,18000,10,11,134,0
1.0,3,40.773,-73.9478,3495,6,5,119,1
2.0,3,40.7343,-73.982,5495,8,5,126,0
2.0,3,40.7471,-73.9723,5100,5,5,126,0
1.0,1,40.772,-73.9545,2650,4,4,41,0
1.0,3,40.7686,-73.9886,3150,4,3,97,2
1.0,1,40.7663,-73.9559,2000,7,3,60,0
1.0,2,40.715,-73.9559,2495,4,0,27,2
1.0,3,40.7644,-73.9905,4495,5,7,107,0
1.0,2,40.7612,-73.9213,2600,1,1,90,0
1.0,1,40.7723,-73.948,2400,5,3,63,0
2.0,2,40.7681,-73.9524,6550,7,13,269,1
1.0,2,40.7447,-73.9741,3495,5,5,107,0
1.0,3,40.6737,-73.9559,3600,4,3,71,1
1.0,1,40.7634,-73.9579,2795,5,5,157,1
1.0,0,40.7388,-74.0084,4450,0,3,37,0
1.0,2,40.733,-73.9857,5895,4,4,69,0
1.0,1,40.7775,-73.9536,2500,8,1,109,0
2.0,2,40.8014,-73.9427,2700,6,1,42,0
1.0,1,40.7635,-73.9848,3195,0,2,1,0
1.0,0,40.7056,-74.0162,2500,5,11,157,0
1.0,2,40.8015,-73.9668,3600,5,5,95,1
1.0,1,40.7678,-73.9915,3797,2,6,9,0
2.0,2,40.7829,-73.9731,11750,6,4,78,0
1.0,0,40.708,-74.0149,2500,5,13,148,1
1.0,0,40.7565,-73.969,2350,4,1,72,0
1.0,1,40.7251,-73.9518,2150,3,0,58,0
1.0,0,40.7254,-73.9879,2499,3,0,49,0
1.0,1,40.7721,-73.9861,5095,2,1,130,0
1.0,2,40.7597,-73.9169,2650,6,2,94,0
1.0,0,40.7439,-73.9979,2450,4,1,84,0
3.0,3,40.7745,-73.9531,7800,6,4,34,0
1.0,2,40.7572,-73.9649,3750,6,0,9,0
1.0,2,40.6954,-73.9317,2550,5,3,117,0
1.5,4,40.7652,-73.992,5400,8,6,153,0
1.0,3,40.7975,-73.9499,3750,6,5,93,0
1.0,1,40.7716,-73.9506,3600,4,8,45,0
1.0,1,40.7557,-73.9238,1795,4,0,33,0
1.0,2,40.75,-73.9817,4500,0,0,19,0
1.5,3,40.78,-73.9475,4500,6,12,104,0
1.0,2,40.7401,-73.9793,3100,4,6,117,1
3.5,3,40.786,-73.9703,14995,7,6,106,0
2.0,3,40.7645,-73.984,5500,7,11,173,0
1.0,2,40.763,-73.9577,2745,3,1,59,0
1.0,2,40.7548,-73.9949,3250,11,0,44,0
1.0,2,40.7627,-73.9905,2400,4,2,70,2
1.0,0,40.7478,-74.0008,2525,3,0,74,0
1.0,2,40.7993,-73.9688,3800,6,1,49,0
1.0,0,40.7516,-73.9717,2995,8,5,108,0
1.0,2,40.8345,-73.9416,1595,5,9,153,2
1.0,1,40.7801,-73.9524,2100,1,1,117,0
1.0,2,40.8034,-73.9662,3350,0,1,9,0
1.0,1,40.707300000000004,-74.0175,3080,7,13,172,1
3.0,2,40.755,-73.9681,13995,5,2,9,0
1.0,0,40.7636,-73.9642,1995,3,0,97,0
1.0,1,40.7792,-73.9763,2875,10,5,117,1
1.0,1,40.7437,-73.9851,6010,8,3,68,0
1.0,3,40.7075,-74.0113,3850,9,9,46,0
1.0,1,40.7631,-73.9632,3295,9,5,75,0
1.0,2,40.7456,-73.9797,2850,6,5,88,1
1.0,1,40.7074,-74.0122,2675,5,8,149,0
1.0,2,40.7223,-73.9966,4350,5,3,150,0
1.0,1,40.7878,-73.9799,2595,3,3,80,0
1.0,1,40.7518,-73.9726,3987,4,4,57,0
2.0,5,40.8548,-73.9288,3650,5,11,188,0
1.0,0,40.7777,-73.9498,1800,5,2,50,1
1.0,1,40.8,-73.9424,1600,0,2,31,1
1.0,0,40.7944,-73.9351,1500,4,6,70,0
1.0,0,40.7394,-74.0012,2695,22,2,38,0
1.0,3,40.7605,-73.9678,4000,7,4,58,0
1.0,0,40.732,-74.0019,2795,3,3,128,0
2.0,3,40.7471,-73.9416,3600,6,14,169,1
2.0,2,40.7658,-73.9826,5875,7,9,105,0
1.0,2,40.7681,-73.9563,4195,0,1,2,0
1.0,1,40.7067,-74.0072,2750,4,8,176,0
1.0,1,40.7288,-73.9803,2300,6,2,58,1
1.0,2,40.796,-73.9742,3200,8,8,158,1
1.0,0,40.761,-73.999,2550,5,11,298,0
1.0,3,40.6833,-73.9645,3349,5,6,57,1
1.0,1,40.7064,-74.0157,3595,6,8,114,0
1.0,3,40.7047,-74.0076,5089,8,11,88,0
2.5,4,40.7579,-73.9653,10000,9,10,90,0
1.0,1,40.7197,-73.9883,2195,4,1,94,1
1.0,2,40.7761,-73.9522,2850,4,0,85,0
1.0,1,40.7343,-73.9759,3774,22,2,9,0
2.0,2,40.7937,-73.9761,4000,7,7,99,1
1.0,0,40.7472,-73.956,2530,9,4,36,0
1.0,1,40.7798,-73.9751,3595,0,2,1,0
1.0,1,40.8673,-73.9206,1645,4,1,130,0
3.5,5,40.769,-73.9597,15000,6,7,100,0
1.0,1,40.773,-73.9558,2350,4,3,79,0
1.0,0,40.7712,-73.9514,2200,4,6,114,0
2.0,3,40.7061,-74.0111,5500,8,13,171,0
1.0,0,40.7997,-73.9629,1897,3,3,83,0
3.0,3,40.748,-73.981,9500,8,7,108,0
1.0,0,40.776,-73.9839,3420,25,3,166,0
1.0,4,40.7401,-73.9887,5795,6,7,52,0
1.0,2,40.7411,-73.9823,3700,4,5,45,0
1.0,0,40.7863,-73.971,2195,4,9,47,0
1.0,2,40.6996,-73.9185,2400,10,3,23,0
1.0,3,40.7315,-73.9865,5100,7,2,51,0
1.0,3,40.7598,-73.9925,3975,6,3,74,1
1.0,2,40.7306,-74.0022,4195,5,0,65,0
1.0,2,40.6853,-74.0013,3000,18,6,193,1
1.0,1,40.7844,-73.9497,3105,4,9,89,1
2.0,3,40.7436,-73.9727,5000,10,13,138,0
1.0,2,40.7128,-74.0059,3750,11,1,60,0
1.0,2,40.708,-74.0149,3950,9,7,84,1
1.0,1,40.7397,-73.9817,3395,2,6,110,0
1.0,2,40.7978,-73.9689,3250,4,8,72,0
1.0,2,40.7444,-73.9754,4000,10,0,37,0
2.0,5,40.7098,-74.0091,9000,7,1,65,0
2.0,3,40.7678,-73.9916,6875,8,9,78,0
2.0,3,40.7105,-73.8462,3100,14,0,58,0
1.0,2,40.6888,-73.9585,2300,7,1,66,0
2.0,3,40.6943,-73.9408,3200,5,4,97,1
1.0,0,40.7087,-74.0134,2350,4,9,201,0
1.0,3,40.7306,-74.0022,5295,7,4,104,0
1.0,1,40.7386,-73.9818,2995,20,4,90,0
1.0,0,40.7798,-73.9503,2300,4,5,51,1
1.0,1,40.7939,-73.9695,3695,0,3,87,0
1.0,2,40.8006,-73.9517,2500,8,6,83,0
1.0,2,40.7176,-73.9975,2750,1,2,9,1
1.0,2,40.7502,-73.9778,3500,5,5,104,0
1.0,1,40.7319,-73.9528,2399,4,1,121,0
1.0,2,40.708,-74.0149,2825,3,8,112,2
2.0,2,40.7633,-73.9849,4955,5,6,171,1
1.0,2,40.733,-73.9857,5895,9,1,101,0
1.0,3,40.7307,-73.9828,4685,6,3,64,0
4.0,5,40.7726,-73.9534,16000,11,11,148,0
1.0,0,40.7704,-73.9566,2795,7,10,132,0
1.0,1,40.7635,-73.9848,3095,3,5,79,0
1.0,3,40.7694,-73.9261,3400,5,9,130,1
1.0,1,40.7802,-73.9444,3295,5,8,113,1
1.0,0,40.7604,-73.9617,2500,2,1,9,0
1.0,1,40.7609,-73.9891,2495,3,1,126,0
1.0,1,40.7803,-73.9491,2150,3,0,25,0
1.0,2,40.871,-73.9188,2050,3,1,143,0
1.0,1,40.7655,-73.9217,1825,4,2,47,1
1.0,1,40.7961,-73.9685,3600,5,5,63,0
1.0,1,40.7382,-73.9965,5495,0,1,9,0
1.0,3,40.8007,-73.9609,2800,5,1,46,1
1.0,1,40.7437,-73.9585,3287,0,4,9,0
1.0,3,40.7141,-74.0096,5200,8,7,229,0
1.0,2,40.7188,-73.987,3700,4,5,64,0
1.0,3,40.773,-73.9478,3400,7,4,76,1
1.0,2,40.7376,-73.976,3400,4,11,63,0
1.0,1,40.7653,-73.9248,1950,6,1,59,2
3.0,4,40.6843,-73.9555,4400,9,1,182,0
1.0,0,40.7384,-74.0019,3050,5,5,43,0
1.0,1,40.707300000000004,-74.0175,2495,4,10,126,1
1.0,3,40.8014,-73.9591,3800,5,3,1,1
1.0,1,40.7477,-73.9744,2600,3,5,64,0
1.0,1,40.7606,-73.9991,3990,6,7,100,0
1.0,1,40.743,-73.9805,3360,3,4,9,0
1.0,2,40.7846,-73.9489,4295,5,10,53,0
2.5,2,40.7634,-73.9596,10825,6,10,59,0
1.0,2,40.8127,-73.9532,2450,8,8,121,0
1.0,0,40.7213,-73.9822,2100,2,1,35,0
1.0,1,40.7679,-73.9598,3895,7,7,77,0
1.5,2,40.7798,-73.9758,4500,0,0,9,0
1.0,1,40.7763,-73.9463,3000,3,3,27,0
1.0,1,40.7706,-73.9522,3200,2,2,54,1
1.0,2,40.7301,-73.9942,2800,1,1,43,0
1.0,0,40.7406,-74.0038,2395,10,1,78,0
2.0,3,40.7988,-73.9603,4995,7,5,192,0
4.0,5,40.7723,-73.953,16900,0,9,1,0
1.0,2,40.7943,-73.9675,3800,0,4,4,0
2.0,3,40.7929,-73.9661,6000,7,11,135,1
2.0,2,40.776,-73.9839,8000,10,17,120,0
1.0,1,40.7827,-73.9461,2050,12,3,8,0
1.0,2,40.7272,-73.9894,3495,3,1,57,1
1.0,2,40.7128,-74.0059,2595,5,8,19,1
1.0,0,40.7743,-73.9874,1650,5,4,61,2
1.0,0,40.7076,-74.0088,2838,6,8,106,0
1.0,2,40.752,-73.9946,3650,8,13,189,0
1.0,1,40.761,-74.0002,3000,6,13,120,0
2.0,4,40.7413,-73.9779,5900,8,11,217,0
1.0,2,40.7046,-74.0089,3217,6,7,97,0
1.0,0,40.7538,-73.974,2400,3,5,84,0
2.0,2,40.759,-73.965,5500,6,12,111,0
1.0,2,40.813,-73.9352,2350,4,4,31,0
1.0,3,40.8182,-73.9583,3600,11,8,56,0
1.0,0,40.6988,-73.9939,2750,8,3,9,0
1.0,0,40.742,-73.9969,4140,7,10,112,0
1.0,3,40.7628,-73.985,4995,4,2,24,1
1.0,2,40.7602,-73.9689,4975,6,5,115,0
2.0,3,40.7419,-74.0014,6000,9,1,70,0
1.0,1,40.8448,-73.9396,1595,7,0,9,0
1.0,0,40.7776,-73.9497,1925,4,2,62,1
1.0,1,40.7807,-73.985,3975,12,7,119,0
1.0,2,40.7601,-73.9901,3450,6,9,264,0
1.0,0,40.7244,-73.9836,2075,3,1,90,0
1.0,0,40.7195,-73.9965,2750,4,0,86,0
2.0,3,40.7943,-73.9675,6250,1,3,36,0
1.0,0,40.7763,-73.9547,2000,3,3,35,0
2.0,4,40.7413,-73.9779,6295,8,10,153,1
2.0,3,40.796,-73.9742,4950,9,7,129,0
1.0,0,40.8113,-73.9462,1600,7,3,43,1
